id_vendedor;referencia;ajuste_devedor_contabil;compensacao_contabil;saldo_contabil_acumulado
129;01/04/2017;0;797,64;1121,79
129;01/05/2017;0;408,92;712,87
129;01/06/2017;0;178,02;534,85
129;01/07/2017;49,49;599,12;-14,78
129;01/08/2017;0;0;-14,78
129;01/09/2017;1893,62;0;1878,84
129;01/10/2017;1125,77;0;3004,61
129;01/11/2017;714,2;0;3718,81
129;01/12/2017;0;487,49;3231,32
129;01/01/2018;610,16;687,43;3154,05
129;01/02/2018;567,59;314,75;3406,89
129;01/03/2018;803,68;0;4210,57
129;01/04/2018;691,79;513,91;4388,45
129;01/05/2018;1004,92;0;5393,37
129;01/06/2018;0;0;5393,37
129;01/07/2018;0;0;5393,37
129;01/08/2018;756,44;0;6149,81
129;01/09/2018;1353,82;716,43;6787,2
129;01/10/2018;0;47,35;6739,85
129;01/11/2018;0;0;6739,85
129;01/12/2018;553,08;0;7292,93
129;01/01/2019;1103,79;1024,93;7371,79
129;01/02/2019;419,29;0;7791,08
129;01/03/2019;0;0;7791,08
129;01/04/2019;610,78;1032,1;7369,76
129;01/05/2019;0;0;7369,76
129;01/06/2019;453,15;300,87;7522,04
129;01/07/2019;0;0;7522,04
129;01/08/2019;0;0;7522,04
129;01/09/2019;0;0;7522,04
129;01/10/2019;0;0;7522,04
129;01/11/2019;794,15;379,63;7936,56
129;01/12/2019;0;476,29;7460,27
129;01/01/2020;27,66;708,09;6779,84
129;01/02/2020;670,21;0;7450,05
129;01/03/2020;319,68;27;7742,73
129;01/04/2020;0;91,81;7650,92
129;01/05/2020;199,94;166;7684,86
129;01/06/2020;0;0;7684,86
129;01/07/2020;1597,57;1054,02;8228,41
129;01/08/2020;815,5;0;9043,91
129;01/09/2020;0;0;9043,91
129;01/10/2020;0;460,3;8583,61
129;01/11/2020;213,32;0;8796,93
129;01/12/2020;682,09;0;9479,02
129;01/01/2021;597,84;885,19;9191,67
129;01/02/2021;1238,41;1697,28;8732,8
129;01/03/2021;0;1154,52;7578,28
129;01/04/2021;631,05;0;8209,33
129;01/05/2021;1180,87;0;9390,2
129;01/06/2021;0;801,57;8588,63
129;01/07/2021;0;1115,95;7472,68
129;01/08/2021;285,73;0;7758,41
129;01/09/2021;0;0;7758,41
129;01/10/2021;0;0;7758,41
129;01/11/2021;0;1009,8;6748,61
129;01/12/2021;0;241,12;6507,49
129;01/01/2022;1512,01;0;8019,5
129;01/02/2022;1140,89;297,48;8862,91
129;01/03/2022;0;0;8862,91
129;01/04/2022;0;745,74;8117,17
129;01/05/2022;856,34;537,51;8436
129;01/06/2022;1389,76;101,79;9723,97
129;01/07/2022;635,69;441,21;9918,45
129;01/08/2022;755,8;395,12;10279,13
129;01/09/2022;0;0;10279,13
129;01/10/2022;348,83;365,48;10262,48
129;01/11/2022;836,11;202,13;10896,46
129;01/12/2022;0;51,25;10845,21
129;01/01/2023;1386,69;1359,14;10872,76
129;01/02/2023;0;0;10872,76
129;01/03/2023;288,87;110,56;11051,07
129;01/04/2023;0;1373,58;9677,49
129;01/05/2023;325,88;0;10003,37
129;01/06/2023;0;0;10003,37
129;01/07/2023;1233,01;0;11236,38
129;01/08/2023;1314,99;0;12551,37
129;01/09/2023;437,7;408,35;12580,72
129;01/10/2023;1016,45;0;13597,17
129;01/11/2023;741,55;446,06;13892,66
129;01/12/2023;4,88;0;13897,54
129;01/01/2024;0;0;13897,54
129;01/02/2024;500,13;140,4;14257,27
129;01/03/2024;1015,01;0;15272,28
129;01/04/2024;0;454,3;14817,98
129;01/05/2024;1205,06;212,74;15810,3
129;01/06/2024;475,04;1150,46;15134,88
129;01/07/2024;590,03;1114,17;14610,74
129;01/08/2024;0;975,51;13635,23
129;01/09/2024;0;175,44;13459,79
129;01/10/2024;1534,28;0;14994,07
129;01/11/2024;1005,55;37,92;15961,7
129;01/12/2024;671,87;0;16633,57
129;01/01/2025;692,41;0;17325,98
129;01/02/2025;17,26;0;17343,24
129;01/03/2025;0;0;17343,24
129;01/04/2025;1545,89;16,65;18872,48
129;01/05/2025;0;94,91;18777,57
129;01/06/2025;1319,88;1029,69;19067,76
129;01/07/2025;850,02;549,28;19368,5
129;01/08/2025;0;210,08;19158,42
129;01/09/2025;950,01;793,35;19315,08
129;01/10/2025;0;890,38;18424,7
129;01/11/2025;0;0;18424,7
129;01/12/2025;128,4;425,98;18127,12
130;01/01/2014;0;0;0
130;01/02/2014;1067,97;673,6;394,37
130;01/03/2014;362,07;0;756,44
130;01/04/2014;407,99;664,72;499,71
130;01/05/2014;1178,33;376,85;1301,19
130;01/06/2014;575,95;1111,97;765,17
130;01/07/2014;0;0;765,17
130;01/08/2014;856,95;0;1622,12
130;01/09/2014;0;810,14;811,98
130;01/10/2014;0;0;811,98
130;01/11/2014;1395,31;1162,67;1044,62
130;01/12/2014;0;545,66;498,96
130;01/01/2015;0;498,96;0
130;01/02/2015;186,21;440,63;-254,42
130;01/03/2015;1841,4;1334,97;252,01
130;01/04/2015;0;104;148,01
130;01/05/2015;853,55;0;1001,56
130;01/06/2015;941,61;746,48;1196,69
130;01/07/2015;0;142,11;1054,58
130;01/08/2015;0;0;1054,58
130;01/09/2015;1357,37;0;2411,95
130;01/10/2015;283,8;1009,73;1686,02
130;01/11/2015;0;1562,85;123,17
130;01/12/2015;111,4;181,61;52,96
130;01/01/2016;0;0;52,96
130;01/02/2016;1042,86;716,73;379,09
130;01/03/2016;227,78;0;606,87
130;01/04/2016;1399,58;0;2006,45
130;01/05/2016;0;0;2006,45
130;01/06/2016;0;469,98;1536,47
130;01/07/2016;0;606,41;930,06
130;01/08/2016;0;397,01;533,05
130;01/09/2016;1094,71;0;1627,76
130;01/10/2016;864,85;0;2492,61
130;01/11/2016;0;0;2492,61
130;01/12/2016;758,59;0;3251,2
130;01/01/2017;879,6;0;4130,8
130;01/02/2017;1909,74;0;6040,54
130;01/03/2017;0;1100,09;4940,45
130;01/04/2017;0;1087,72;3852,73
130;01/05/2017;0;0;3852,73
130;01/06/2017;0;442,39;3410,34
130;01/07/2017;715,14;536,97;3588,51
130;01/08/2017;0;838,22;2750,29
130;01/09/2017;186,23;273,39;2663,13
130;01/10/2017;832,21;0;3495,34
130;01/11/2017;37,01;1147,5;2384,85
130;01/12/2017;499,91;489,6;2395,16
130;01/01/2018;0;517,67;1877,49
130;01/02/2018;648,77;286,13;2240,13
130;01/03/2018;486,78;0;2726,91
130;01/04/2018;522,5;971,11;2278,3
130;01/05/2018;0;0;2278,3
130;01/06/2018;0;1078,69;1199,61
130;01/07/2018;1182,59;0;2382,2
130;01/08/2018;0;4,55;2377,65
130;01/09/2018;854,18;218,56;3013,27
130;01/10/2018;0;37,08;2976,19
130;01/11/2018;363,03;855,97;2483,25
130;01/12/2018;1353,86;0;3837,11
130;01/01/2019;134,76;608,05;3363,82
130;01/02/2019;1802,26;1377,16;3788,92
130;01/03/2019;0;0;3788,92
130;01/04/2019;0;147,4;3641,52
130;01/05/2019;1434,79;0;5076,31
130;01/06/2019;1550,38;342,74;6283,95
130;01/07/2019;0;0;6283,95
130;01/08/2019;669,82;0;6953,77
130;01/09/2019;1163,35;0;8117,12
130;01/10/2019;1088,69;238,69;8967,12
130;01/11/2019;0;0;8967,12
130;01/12/2019;582,13;0;9549,25
130;01/01/2020;836,54;532,29;9853,5
130;01/02/2020;492,65;0;10346,15
130;01/03/2020;0;568,63;9777,52
130;01/04/2020;0;0;9777,52
130;01/05/2020;0;618,46;9159,06
130;01/06/2020;0;5,99;9153,07
130;01/07/2020;991,92;109,02;10035,97
130;01/08/2020;1895,4;594,38;11336,99
130;01/09/2020;1638,76;1132,1;11843,65
130;01/10/2020;115,71;0;11959,36
130;01/11/2020;345,95;0;12305,31
130;01/12/2020;243,88;187,92;12361,27
130;01/01/2021;0;725,18;11636,09
130;01/02/2021;0;571,97;11064,12
130;01/03/2021;0;449,88;10614,24
130;01/04/2021;0;0;10614,24
130;01/05/2021;1599,43;388,45;11825,22
130;01/06/2021;0;0;11825,22
130;01/07/2021;0;714,76;11110,46
130;01/08/2021;0;416,78;10693,68
130;01/09/2021;0;0;10693,68
130;01/10/2021;1365,53;0;12059,21
130;01/11/2021;0;0;12059,21
130;01/12/2021;370,76;619,47;11810,5
130;01/01/2022;1197,3;0;13007,8
130;01/02/2022;1288,93;361,62;13935,11
130;01/03/2022;0;1288,15;12646,96
130;01/04/2022;492,73;823,73;12315,96
130;01/05/2022;0;0;12315,96
130;01/06/2022;860,4;78,42;13097,94
130;01/07/2022;843,19;333,14;13607,99
130;01/08/2022;1027,67;713,14;13922,52
130;01/09/2022;879,03;0;14801,55
130;01/10/2022;782,14;747,17;14836,52
130;01/11/2022;0;354,34;14482,18
130;01/12/2022;1499,26;521,79;15459,65
130;01/01/2023;0;475,3;14984,35
130;01/02/2023;0;0;14984,35
130;01/03/2023;0;928,26;14056,09
130;01/04/2023;0;0;14056,09
130;01/05/2023;1167,49;187,82;15035,76
130;01/06/2023;477,24;0;15513
130;01/07/2023;0;820,02;14692,98
130;01/08/2023;0;198,9;14494,08
130;01/09/2023;0;0;14494,08
130;01/10/2023;0;0;14494,08
130;01/11/2023;0;0;14494,08
130;01/12/2023;0;226,84;14267,24
130;01/01/2024;0;736,34;13530,9
130;01/02/2024;0;615,64;12915,26
130;01/03/2024;0;0;12915,26
130;01/04/2024;0;78,26;12837
130;01/05/2024;594,48;296,89;13134,59
130;01/06/2024;1297,5;0;14432,09
130;01/07/2024;0;507,33;13924,76
130;01/08/2024;2069,32;1178,08;14816
130;01/09/2024;564,92;525,16;14855,76
130;01/10/2024;0;0;14855,76
130;01/11/2024;1738,06;0;16593,82
130;01/12/2024;0;193,29;16400,53
130;01/01/2025;0;236,61;16163,92
130;01/02/2025;0;867,98;15295,94
130;01/03/2025;0;304,11;14991,83
130;01/04/2025;667,18;708,49;14950,52
130;01/05/2025;0;491,71;14458,81
130;01/06/2025;0;810;13648,81
130;01/07/2025;0;439,99;13208,82
130;01/08/2025;0;701,01;12507,81
130;01/09/2025;457,55;0;12965,36
130;01/10/2025;0;865,33;12100,03
130;01/11/2025;0;138,63;11961,4
130;01/12/2025;1050,38;0;13011,78
131;01/01/2014;0;0;0
131;01/02/2014;862,02;120,67;741,35
131;01/03/2014;1427,49;1131,41;1037,43
131;01/04/2014;0;3,99;1033,44
131;01/05/2014;196,57;0;1230,01
131;01/06/2014;0;531,63;698,38
131;01/07/2014;1094,8;790,41;1002,77
131;01/08/2014;730,24;0;1733,01
131;01/09/2014;0;0;1733,01
131;01/10/2014;0;1441,53;291,48
131;01/11/2014;655,63;0;947,11
131;01/12/2014;1007,08;0;1954,19
131;01/01/2015;0;781,77;1172,42
131;01/02/2015;0;168,9;1003,52
131;01/03/2015;432,48;0;1436
131;01/04/2015;0;0;1436
131;01/05/2015;0;0;1436
131;01/06/2015;0;472,85;963,15
131;01/07/2015;0;885,36;77,79
131;01/08/2015;0;77,79;0
131;01/09/2015;1634,81;1010,95;623,86
131;01/10/2015;0;623,86;0
131;01/11/2015;0;0;0
131;01/12/2015;1172,01;1574,85;-402,84
131;01/01/2016;0;0;-402,84
131;01/02/2016;268,41;0;-134,43
131;01/03/2016;911,51;650,25;126,83
131;01/04/2016;1733,88;1198,07;662,64
131;01/05/2016;1143,11;565,67;1240,08
131;01/06/2016;873,11;0;2113,19
131;01/07/2016;0;154,73;1958,46
131;01/08/2016;555,43;0;2513,89
131;01/09/2016;0;428,34;2085,55
131;01/10/2016;0;0;2085,55
131;01/11/2016;0;325,51;1760,04
131;01/12/2016;1206,06;128,26;2837,84
131;01/01/2017;103,02;0;2940,86
131;01/02/2017;1435,15;653,14;3722,87
131;01/03/2017;0;0;3722,87
131;01/04/2017;0;580,13;3142,74
131;01/05/2017;966,66;735,04;3374,36
131;01/06/2017;485,31;319,71;3539,96
131;01/07/2017;273,05;800,96;3012,05
131;01/08/2017;475,79;584,63;2903,21
131;01/09/2017;754,37;822,24;2835,34
131;01/10/2017;0;683,01;2152,33
131;01/11/2017;1201,6;0;3353,93
131;01/12/2017;619,04;0;3972,97
131;01/01/2018;833,6;0;4806,57
131;01/02/2018;0;131,47;4675,1
131;01/03/2018;0;0;4675,1
131;01/04/2018;0;0;4675,1
131;01/05/2018;1161,54;0;5836,64
131;01/06/2018;1312,14;0;7148,78
131;01/07/2018;0;1317,5;5831,28
131;01/08/2018;1629,05;32,83;7427,5
131;01/09/2018;0;1251,35;6176,15
131;01/10/2018;646,8;0;6822,95
131;01/11/2018;0;994,91;5828,04
131;01/12/2018;305,59;0;6133,63
131;01/01/2019;1163,68;0;7297,31
131;01/02/2019;937,35;0;8234,66
131;01/03/2019;0;648,65;7586,01
131;01/04/2019;421,66;0;8007,67
131;01/05/2019;0;845,93;7161,74
131;01/06/2019;0;270,21;6891,53
131;01/07/2019;974,56;839,87;7026,22
131;01/08/2019;1347,69;760,64;7613,27
131;01/09/2019;0;202,04;7411,23
131;01/10/2019;580,96;0;7992,19
131;01/11/2019;1125,27;703;8414,46
131;01/12/2019;855,14;633,24;8636,36
131;01/01/2020;553,1;0;9189,46
131;01/02/2020;0;1186,47;8002,99
131;01/03/2020;0;0;8002,99
131;01/04/2020;0;0;8002,99
131;01/05/2020;590,28;691,77;7901,5
131;01/06/2020;487,51;887,21;7501,8
131;01/07/2020;349,19;0;7850,99
131;01/08/2020;559,41;387,49;8022,91
131;01/09/2020;0;0;8022,91
131;01/10/2020;389,57;0;8412,48
131;01/11/2020;559,91;584,36;8388,03
131;01/12/2020;0;0;8388,03
131;01/01/2021;650,82;279;8759,85
131;01/02/2021;965,55;0;9725,4
131;01/03/2021;336,58;799,91;9262,07
131;01/04/2021;1602,06;1281,77;9582,36
131;01/05/2021;1435,78;0;11018,14
131;01/06/2021;541,84;450,35;11109,63
131;01/07/2021;0;569,58;10540,05
131;01/08/2021;1155,97;356,7;11339,32
131;01/09/2021;0;0;11339,32
131;01/10/2021;0;707,19;10632,13
131;01/11/2021;697,33;398,58;10930,88
131;01/12/2021;0;11,04;10919,84
131;01/01/2022;0;441,01;10478,83
131;01/02/2022;1690,37;355,85;11813,35
131;01/03/2022;0;0;11813,35
131;01/04/2022;0;698,34;11115,01
131;01/05/2022;1749,43;0;12864,44
131;01/06/2022;0;178,46;12685,98
131;01/07/2022;166,55;0;12852,53
131;01/08/2022;0;0;12852,53
131;01/09/2022;682,89;0;13535,42
131;01/10/2022;0;907,18;12628,24
131;01/11/2022;0;439,64;12188,6
131;01/12/2022;525,51;0;12714,11
131;01/01/2023;929,18;403,13;13240,16
131;01/02/2023;0;0;13240,16
131;01/03/2023;676,13;0;13916,29
131;01/04/2023;374,52;0;14290,81
131;01/05/2023;818,43;352,39;14756,85
131;01/06/2023;1032,01;1720,7;14068,16
131;01/07/2023;0;0;14068,16
131;01/08/2023;0;326,93;13741,23
131;01/09/2023;0;759,13;12982,1
131;01/10/2023;0;0;12982,1
131;01/11/2023;1385,12;69,2;14298,02
131;01/12/2023;1497,22;294,61;15500,63
131;01/01/2024;395,88;0;15896,51
131;01/02/2024;1247,57;1049,88;16094,2
131;01/03/2024;0;0;16094,2
131;01/04/2024;55,88;0;16150,08
131;01/05/2024;1090,67;1197,58;16043,17
131;01/06/2024;0;0;16043,17
131;01/07/2024;0;1317,72;14725,45
131;01/08/2024;1201,38;0;15926,83
131;01/09/2024;1129,59;0;17056,42
131;01/10/2024;0;0;17056,42
131;01/11/2024;0;0;17056,42
131;01/12/2024;122,54;523,56;16655,4
131;01/01/2025;1199,93;0;17855,33
131;01/02/2025;1401,3;0;19256,63
131;01/03/2025;0;798,56;18458,07
131;01/04/2025;342,37;0;18800,44
131;01/05/2025;815,93;0;19616,37
131;01/06/2025;0;371,65;19244,72
131;01/07/2025;1001,33;0;20246,05
131;01/08/2025;0;0;20246,05
131;01/09/2025;0;758,78;19487,27
131;01/10/2025;961,44;301,42;20147,29
131;01/11/2025;1054,06;279,73;20921,62
131;01/12/2025;0;0;20921,62
132;01/01/2014;384,62;237,79;146,83
132;01/02/2014;0;0;146,83
132;01/03/2014;0;0;146,83
132;01/04/2014;0;146,83;0
132;01/05/2014;647,21;341,93;305,28
132;01/06/2014;1386,34;0;1691,62
132;01/07/2014;0;0;1691,62
132;01/08/2014;752,11;858,62;1585,11
132;01/09/2014;0;404,95;1180,16
132;01/10/2014;0;0;1180,16
132;01/11/2014;438,32;580,28;1038,2
132;01/12/2014;0;102,65;935,55
132;01/01/2015;0;75,94;859,61
132;01/02/2015;0;0;859,61
132;01/03/2015;0;240,81;618,8
132;01/04/2015;0;0;618,8
132;01/05/2015;0;618,8;0
132;01/06/2015;851,02;778,73;72,29
132;01/07/2015;812,44;0;884,73
132;01/08/2015;0;220,29;664,44
132;01/09/2015;1291,87;0;1956,31
132;01/10/2015;490,47;598,88;1847,9
132;01/11/2015;0;0;1847,9
132;01/12/2015;0;0;1847,9
132;01/01/2016;0;0;1847,9
132;01/02/2016;585,82;793,64;1640,08
132;01/03/2016;655,44;297,2;1998,32
132;01/04/2016;0;1276,67;721,65
132;01/05/2016;1439,48;726,99;1434,14
132;01/06/2016;0;0;1434,14
132;01/07/2016;0;814,18;619,96
132;01/08/2016;0;619,96;0
132;01/09/2016;0;0;0
132;01/10/2016;0;0;0
132;01/11/2016;1613,75;0;1613,75
132;01/12/2016;548,08;934,18;1227,65
132;01/01/2017;0;669,65;558
132;01/02/2017;0;0;558
132;01/03/2017;0;558;0
132;01/04/2017;0;0;0
132;01/05/2017;0;0;0
132;01/06/2017;1574,63;0;1574,63
132;01/07/2017;0;15,94;1558,69
132;01/08/2017;760,18;0;2318,87
132;01/09/2017;475,88;0;2794,75
132;01/10/2017;0;229,81;2564,94
132;01/11/2017;636,24;1208,2;1992,98
132;01/12/2017;1645,32;591,49;3046,81
132;01/01/2018;487,83;344,04;3190,6
132;01/02/2018;0;0;3190,6
132;01/03/2018;0;921,4;2269,2
132;01/04/2018;0;123,49;2145,71
132;01/05/2018;0;642,16;1503,55
132;01/06/2018;265,45;381,63;1387,37
132;01/07/2018;0;40,98;1346,39
132;01/08/2018;1656,75;483,57;2519,57
132;01/09/2018;0;0;2519,57
132;01/10/2018;0;970,79;1548,78
132;01/11/2018;681,41;103,13;2127,06
132;01/12/2018;0;659,32;1467,74
132;01/01/2019;1172,44;686,35;1953,83
132;01/02/2019;0;0;1953,83
132;01/03/2019;0;0;1953,83
132;01/04/2019;0;236,27;1717,56
132;01/05/2019;0;1512,25;205,31
132;01/06/2019;0;0;205,31
132;01/07/2019;0;161,47;43,84
132;01/08/2019;0;38,81;5,03
132;01/09/2019;1849,89;805,33;1049,59
132;01/10/2019;0;803,42;246,17
132;01/11/2019;1637,31;11,86;1871,62
132;01/12/2019;194,54;316,72;1749,44
132;01/01/2020;0;0;1749,44
132;01/02/2020;867,83;513,11;2104,16
132;01/03/2020;0;0;2104,16
132;01/04/2020;330,18;1394,15;1040,19
132;01/05/2020;64,95;298,42;806,72
132;01/06/2020;259,58;915,01;151,29
132;01/07/2020;289,67;539,39;-98,43
132;01/08/2020;0;62,69;-161,12
132;01/09/2020;0;0;-161,12
132;01/10/2020;810,45;275,3;374,03
132;01/11/2020;1361,56;154,48;1581,11
132;01/12/2020;0;0;1581,11
132;01/01/2021;0;0;1581,11
132;01/02/2021;742,29;173,59;2149,81
132;01/03/2021;0;0;2149,81
132;01/04/2021;0;1355,7;794,11
132;01/05/2021;0;95,4;698,71
132;01/06/2021;0;698,71;0
132;01/07/2021;879,95;649,67;230,28
132;01/08/2021;0;0;230,28
132;01/09/2021;0;113,61;116,67
132;01/10/2021;0;108,37;8,3
132;01/11/2021;0;8,3;0
132;01/12/2021;0;0;0
132;01/01/2022;621,79;777,51;-155,72
132;01/02/2022;0;0;-155,72
132;01/03/2022;487,25;0;331,53
132;01/04/2022;591,23;225,67;697,09
132;01/05/2022;0;392,91;304,18
132;01/06/2022;0;145,76;158,42
132;01/07/2022;1813,6;0;1972,02
132;01/08/2022;3446,58;327,2;5091,4
132;01/09/2022;724,59;0;5815,99
132;01/10/2022;0;174,04;5641,95
132;01/11/2022;770,87;1060,07;5352,75
132;01/12/2022;0;0;5352,75
132;01/01/2023;202,1;0;5554,85
132;01/02/2023;0;149,98;5404,87
132;01/03/2023;2383,16;173,84;7614,19
132;01/04/2023;0;395,99;7218,2
132;01/05/2023;0;0;7218,2
132;01/06/2023;655,17;0;7873,37
132;01/07/2023;260,5;0;8133,87
132;01/08/2023;0;270,6;7863,27
132;01/09/2023;1261,17;1101,44;8023
132;01/10/2023;1256,7;133,2;9146,5
132;01/11/2023;0;0;9146,5
132;01/12/2023;567,92;386,81;9327,61
132;01/01/2024;68,21;0;9395,82
132;01/02/2024;1492,13;393,4;10494,55
132;01/03/2024;77,3;0;10571,85
132;01/04/2024;0;1291,72;9280,13
132;01/05/2024;0;950,98;8329,15
132;01/06/2024;645,98;0;8975,13
132;01/07/2024;749,59;991,62;8733,1
132;01/08/2024;1158,69;198,83;9692,96
132;01/09/2024;0;0;9692,96
132;01/10/2024;0;531,37;9161,59
132;01/11/2024;872,64;333,41;9700,82
132;01/12/2024;0;375,64;9325,18
132;01/01/2025;467,83;0;9793,01
132;01/02/2025;0;1215,2;8577,81
132;01/03/2025;0;1022,04;7555,77
132;01/04/2025;25;0;7580,77
132;01/05/2025;0;611,4;6969,37
132;01/06/2025;325,82;54,54;7240,65
132;01/07/2025;325,87;627,53;6938,99
132;01/08/2025;0,37;577;6362,36
132;01/09/2025;101,79;0;6464,15
132;01/10/2025;492,26;0;6956,41
132;01/11/2025;358,78;0;7315,19
132;01/12/2025;0;404,56;6910,63
133;01/01/2014;0;0;0
133;01/02/2014;0;0;0
133;01/03/2014;0;0;0
133;01/04/2014;1357,27;710,21;647,06
133;01/05/2014;0;0;647,06
133;01/06/2014;0;647,06;0
133;01/07/2014;636,62;0;636,62
133;01/08/2014;0;163,29;473,33
133;01/09/2014;561,31;0;1034,64
133;01/10/2014;481,02;1197,98;317,68
133;01/11/2014;17,68;214,75;120,61
133;01/12/2014;0;0;120,61
133;01/01/2015;734,19;0;854,8
133;01/02/2015;1029,09;747,98;1135,91
133;01/03/2015;1297,47;0;2433,38
133;01/04/2015;0;768,18;1665,2
133;01/05/2015;485,14;217,67;1932,67
133;01/06/2015;1229,26;853,5;2308,43
133;01/07/2015;1475,43;0;3783,86
133;01/08/2015;450,38;1576,43;2657,81
133;01/09/2015;2640,42;0;5298,23
133;01/10/2015;1132,89;0;6431,12
133;01/11/2015;0;137,95;6293,17
133;01/12/2015;878,22;490,51;6680,88
133;01/01/2016;853,71;376,96;7157,63
133;01/02/2016;0;824,25;6333,38
133;01/03/2016;1581,45;883,05;7031,78
133;01/04/2016;1861,94;204,05;8689,67
133;01/05/2016;0;0;8689,67
133;01/06/2016;344,84;1115,18;7919,33
133;01/07/2016;0;0;7919,33
133;01/08/2016;1776,32;0;9695,65
133;01/09/2016;0;211,84;9483,81
133;01/10/2016;1108,66;879,49;9712,98
133;01/11/2016;280,89;0;9993,87
133;01/12/2016;745,07;702,24;10036,7
133;01/01/2017;1107,68;392,59;10751,79
133;01/02/2017;0;1289,44;9462,35
133;01/03/2017;1628,13;1567,06;9523,42
133;01/04/2017;316,8;999,9;8840,32
133;01/05/2017;0;881,67;7958,65
133;01/06/2017;0;751,7;7206,95
133;01/07/2017;514,04;32,01;7688,98
133;01/08/2017;859,39;1141,36;7407,01
133;01/09/2017;0;0;7407,01
133;01/10/2017;0;0;7407,01
133;01/11/2017;494,8;702,8;7199,01
133;01/12/2017;0;1441,95;5757,06
133;01/01/2018;0;1438,47;4318,59
133;01/02/2018;0;672,19;3646,4
133;01/03/2018;62,74;973,82;2735,32
133;01/04/2018;0;0;2735,32
133;01/05/2018;0;0;2735,32
133;01/06/2018;0;280,98;2454,34
133;01/07/2018;0;528,93;1925,41
133;01/08/2018;0;449,43;1475,98
133;01/09/2018;1753,32;1912,54;1316,76
133;01/10/2018;0;600,1;716,66
133;01/11/2018;0;470,21;246,45
133;01/12/2018;882,88;0;1129,33
133;01/01/2019;961,01;1057,64;1032,7
133;01/02/2019;0;555,83;476,87
133;01/03/2019;504,24;0;981,11
133;01/04/2019;469,33;1,99;1448,45
133;01/05/2019;0;517,21;931,24
133;01/06/2019;1328,67;444,07;1815,84
133;01/07/2019;0;0;1815,84
133;01/08/2019;1137,01;1297,74;1655,11
133;01/09/2019;737,39;866,73;1525,77
133;01/10/2019;1877,9;387,62;3016,05
133;01/11/2019;1176,17;104,07;4088,15
133;01/12/2019;651,87;558,68;4181,34
133;01/01/2020;0;608,52;3572,82
133;01/02/2020;0;1550,56;2022,26
133;01/03/2020;1665,2;423,56;3263,9
133;01/04/2020;0;0;3263,9
133;01/05/2020;0;0;3263,9
133;01/06/2020;0;725,92;2537,98
133;01/07/2020;484,53;0;3022,51
133;01/08/2020;1446,83;934,89;3534,45
133;01/09/2020;0;669,46;2864,99
133;01/10/2020;0;0;2864,99
133;01/11/2020;435,52;0;3300,51
133;01/12/2020;0;937,31;2363,2
133;01/01/2021;0;1142,37;1220,83
133;01/02/2021;2348,97;0;3569,8
133;01/03/2021;20,45;661,31;2928,94
133;01/04/2021;450,87;92,7;3287,11
133;01/05/2021;1166,11;860,02;3593,2
133;01/06/2021;0;635,52;2957,68
133;01/07/2021;0;683,02;2274,66
133;01/08/2021;1089,65;241,82;3122,49
133;01/09/2021;0;0;3122,49
133;01/10/2021;1974,37;1208,45;3888,41
133;01/11/2021;0;829,2;3059,21
133;01/12/2021;1112,23;217,91;3953,53
133;01/01/2022;368,87;484,19;3838,21
133;01/02/2022;0;62,59;3775,62
133;01/03/2022;0;0;3775,62
133;01/04/2022;211,56;222,52;3764,66
133;01/05/2022;587,64;20,66;4331,64
133;01/06/2022;923,07;573,16;4681,55
133;01/07/2022;0;926,5;3755,05
133;01/08/2022;0;80,29;3674,76
133;01/09/2022;1990,37;0;5665,13
133;01/10/2022;0;950,81;4714,32
133;01/11/2022;129,03;1093,83;3749,52
133;01/12/2022;0;0;3749,52
133;01/01/2023;188,94;0;3938,46
133;01/02/2023;0;124,8;3813,66
133;01/03/2023;1176,03;403,42;4586,27
133;01/04/2023;0;284,15;4302,12
133;01/05/2023;1635,02;0;5937,14
133;01/06/2023;0;128,51;5808,63
133;01/07/2023;0;347,85;5460,78
133;01/08/2023;1500,19;0;6960,97
133;01/09/2023;187,2;0;7148,17
133;01/10/2023;82,18;766,09;6464,26
133;01/11/2023;388,1;1282,44;5569,92
133;01/12/2023;0;745,77;4824,15
133;01/01/2024;0;872,42;3951,73
133;01/02/2024;1319,72;365,4;4906,05
133;01/03/2024;1017,86;0;5923,91
133;01/04/2024;0;0;5923,91
133;01/05/2024;427,88;661,91;5689,88
133;01/06/2024;0;250,91;5438,97
133;01/07/2024;0;505,77;4933,2
133;01/08/2024;2268,01;1462,72;5738,49
133;01/09/2024;0;0;5738,49
133;01/10/2024;0;519,87;5218,62
133;01/11/2024;281,59;999,9;4500,31
133;01/12/2024;1552,08;0;6052,39
133;01/01/2025;0;0;6052,39
133;01/02/2025;1078,94;0;7131,33
133;01/03/2025;0;0;7131,33
133;01/04/2025;236,14;283,67;7083,8
133;01/05/2025;0;355,43;6728,37
133;01/06/2025;109,63;0;6838
133;01/07/2025;476,69;0;7314,69
133;01/08/2025;1152,74;177,42;8290,01
133;01/09/2025;2998,08;1011,49;10276,6
133;01/10/2025;952,21;1001,32;10227,49
133;01/11/2025;1304,95;83,09;11449,35
133;01/12/2025;0;0;11449,35
134;01/01/2014;0;0;0
134;01/02/2014;749,15;0;749,15
134;01/03/2014;0;384,03;365,12
134;01/04/2014;0;365,12;0
134;01/05/2014;0;0;0
134;01/06/2014;28,48;0;28,48
134;01/07/2014;543,94;0;572,42
